t,lid_center_x,lid_center_y,motion_mag,rot_index,motion_center,rot_center,motion_rim,rot_rim,n_hands,left_x,left_y,right_x,right_y,hand_dist,hand_to_center,hands_in_workzone,hands_in_toolzone,left_speed,right_speed,left_openness,right_openness,left_pinch,right_pinch,left_rot_speed,right_rot_speed,tool_score,tool_present,audio_rms,audio_onset,audio_low_rms,audio_high_rms,audio_low_onset,audio_high_onset,handle_table_score,tool_center_score
0.0,0.6283333389847366,0.5165625095367432,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2545157260435038,False,0.0,0.0,0.0,0.0,0.0,0.0,0.42631092192112297,0.15495801891805716
0.2000016081871345,0.6283333389847366,0.5165625095367432,1.6874446868896484,0.5124271061821608,0.6591649651527405,0.42821021034032025,1.8334920406341553,0.5009479183258789,2,0.38415426086811794,0.6485897302627563,0.3956671825477055,0.3277547870363508,0.32104144305788807,0.2775871200227366,True,False,-1.0,-1.0,1.1496327325600777,0.9876826436844414,0.37432910150028886,0.5030199954334735,-1.0,-1.0,0.24187610229276896,False,0.027457568794488907,0.027457568794488907,0.039138313382864,0.015887552872300148,0.039138313382864,0.015887552872300148,0.41851950388304004,0.14969709852269103
0.400003216374269,0.6283333389847366,0.5165625095367432,1.2459748983383179,0.5524827024293236,0.33381032943725586,0.42245334949197694,1.3835790157318115,0.6647970872724764,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.27090314520870074,False,0.014683160930871964,0.0,0.017230242490768433,0.005483211483806372,0.0,0.0,0.42732443971469475,0.4675018599213519
0.6000048245614035,0.6283333389847366,0.5165625095367432,1.7674247026443481,0.5261224275213493,0.8420947790145874,0.394717326257405,1.360987663269043,0.6206934844831851,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4369598765432099,False,0.01295467745512724,0.0,0.014147909358143806,0.00698526157066226,0.0,0.0015020500868558884,0.42846464723246297,0.7104580720586673
0.800006432748538,0.6283333389847366,0.5165625095367432,2.1664209365844727,0.37204823949995824,0.925521194934845,0.41339767204712463,8.025391578674316,0.49842048499743713,1,-1.0,-1.0,0.6007994299843198,0.4152852211679731,-1.0,0.10495334813227375,True,False,-1.0,-1.0,-1.0,0.9146352396586254,-1.0,0.2346371994783854,-1.0,-1.0,0.25561801881246327,False,0.2662009298801422,0.2532462477684021,0.20339813828468323,0.07338400185108185,0.18925023078918457,0.0663987398147583,0.4278311986114806,0.031087256881709
1.0000080409356724,0.6283333389847366,0.5165625095367432,2.0220816135406494,0.5499809095611377,0.3333532214164734,0.5355775242443434,2.316678524017334,0.6554242629932069,2,0.49605534899802434,0.6241597334543864,0.5086878878729684,0.34344686071077984,0.28099697144701613,0.170512841832245,True,False,-1.0,0.5840605016652416,1.2336716107322983,1.027418722472322,0.39150573279987944,0.3223336140374719,-1.0,2.210804617065243,0.2570509994121105,False,0.01559915766119957,0.0,0.010749042965471745,0.0051251561380922794,0.0,0.0,0.4005295630471412,0.0033478584334148153
1.200009649122807,0.6283333389847366,0.5165625095367432,2.354830741882324,0.45062575793560095,1.526616096496582,0.695178816837344,3.0222280025482178,0.5068866138095376,2,0.4243592414117995,0.5935211238406953,0.42431700229644775,0.3096943298975627,0.28382679708614605,0.21800931355398226,True,False,0.3898383793527276,0.45435522644521165,1.2071192749993556,1.1199494916632897,0.5318227686257484,0.24135205842333862,0.38163692244267355,2.209221689053232,0.4201352145796591,False,0.010706177912652493,0.0,0.012620316818356514,0.002038503997027874,0.0018712738528847694,0.0,0.3708841675851671,1.0
1.4000112573099415,0.6283333389847366,0.5165625095367432,2.9117631912231445,0.4663544765739558,8.920965194702148,0.35599482664690696,6.6305742263793945,0.7123081416678801,2,0.4017436894632521,0.5873812068076361,0.3881925826980954,0.2990701368876866,0.28862935667209366,0.23739873031129624,True,False,0.1171700622671876,0.188270043227022,1.2212108719989403,1.1190121893917797,0.5777903721277612,0.3554686447148924,0.14821790466533336,0.7256978080244153,0.3726447677836566,False,0.007939619943499565,0.0,0.010485577397048473,0.001676429994404316,0.0,0.0,0.3665133721003889,0.9902433839940483
1.600012865497076,0.6283333389847366,0.5165625095367432,1.594333529472351,0.5094059280822306,6.8341498374938965,0.3806281456702306,2.484005928039551,0.22603349266913456,2,0.39166498255162013,0.5967875917752584,0.36942727579956963,0.2999288056577955,0.2976905347785243,0.24989592785183437,True,False,0.06893064533998569,0.09392395597582011,1.2014636283881295,1.0373720575399135,0.4482907917728707,0.2862433765302284,0.12531325997128775,0.16611166193927202,0.3848985890652557,False,0.009789823554456234,0.0018502036109566689,0.010358760133385658,0.006272048689424992,0.0,0.004595618695020676,0.34611632650475715,0.9955043043894145
1.8000144736842105,0.6283333389847366,0.5165625095367432,1.7060370445251465,0.5303553800657257,11.378634452819824,0.4583280476734209,4.147429466247559,0.6023759536205461,2,0.3905689673764365,0.5998298639342898,0.37132821835222696,0.30238900156248183,0.2980625320826109,0.25192329926915547,True,False,0.01616825670339162,0.015545088476822485,1.2433643421430323,1.1794780318087157,0.3519435825847364,0.22244613733631532,0.2310575284679693,0.01170848158304424,0.3768518518518518,False,0.008595910854637623,0.0,0.007701275870203972,0.0036841470282524824,0.0,0.0,0.3389583570876566,0.8658943564672122
